Player_id,Club_team_id,club_position,jersey_number,contract_until,joined_date
236401,11,RB,3,2028,2024-08-13
202371,65,RB,12,2026,2024-07-19
213648,219,LDM,23,2028,2025-07-01
222390,480,LDM,17,2026,2021-08-31
241867,449,SUB,24,2028,2016-01-01
222509,243,SUB,19,2027,2017-07-14
257919,23,RDM,27,2028,2020-08-07
230331,383,RDM,5,2028,2025-06-18
254909,266,LCM,19,2027,2019-08-11
230347,1035,LW,21,2028,2025-06-18
253157,72,RCM,6,2027,2019-09-02
248465,2,SUB,22,2029,2024-06-28
275138,69,RCM,15,2029,2024-07-30
208135,131798,CAM,8,2027,2025-08-15
222227,918,CDM,7,2028,2022-08-29
222492,325,RM,10,2028,2025-07-01
209289,110776,LB,77,2026,2025-07-14
236480,18,SUB,8,2026,2022-06-17
207865,73,RCB,5,2028,2013-07-19
212814,278,RES,10,2027,2025-07-04
269136,11,SUB,37,2027,2022-05-16
183898,110580,RM,11,2028,2023-07-05
255069,10,SUB,14,2029,2025-02-03
210324,32,SUB,7,2027,2023-07-05
251804,247,RB,8,2028,2024-07-01
244260,241,SUB,20,2030,2024-07-01
264240,241,SUB,6,2026,2020-07-01
243780,73,SUB,19,2028,2023-07-08
239810,86,SUB,43,2028,2023-01-31
220876,23,RM,9,2029,2023-07-11
190674,65,RDM,21,2028,2019-07-17
246923,13,SUB,41,2030,2025-08-17
251566,1,SUB,11,2027,2019-07-02
242641,10,LB,21,2030,2025-06-09
233195,112172,CDM,24,2026,2022-07-01
242444,112139,CAM,79,2027,2025-07-29
80170,52,RM,43,2030,2025-07-28
213693,86,SUB,6,2028,2022-07-01
203483,245,RCM,18,2027,2024-09-17
236830,112390,RDM,33,2028,2025-01-31
272449,240,LCM,8,2030,2022-10-29
235663,247,SUB,20,2028,2022-07-04
242577,112393,SUB,21,2026,
231591,240,SUB,21,2026,2023-07-03
200155,231,LCM,20,2027,2015-07-01
205686,70,CAM,11,2026,2019-07-02
237942,47,LM,2,2030,2025-07-24
202884,48,LB,37,2026,2024-07-10
266436,461,RDM,8,2029,2021-07-01
255475,449,RM,7,2030,2025-09-02
233738,457,RCB,5,2029,2015-07-01
234023,569,CAM,10,2028,2025-06-18
184392,44,SUB,36,2026,2021-07-01
230258,1041,CDM,5,2028,2025-06-18
218745,748,LDM,10,2026,2023-08-07
241095,54,LW,10,2027,2023-08-08
234983,101037,CAM,20,2028,2025-07-20
278773,1,SUB,49,2030,2023-10-05
216320,74,LCM,8,2029,2025-01-01
205569,19,LCM,8,2027,2023-08-14
178562,110396,LCM,5,2025,2024-01-21
236441,1876,SUB,16,2027,2024-08-09
242087,237,LDM,5,2026,2022-07-01
271057,112809,CAM,20,2029,2022-07-01
260599,236,CDM,22,2028,2023-08-16
202024,189,RDM,8,2026,2023-09-01
255565,1808,LM,22,2027,2021-08-10
190059,894,ST,10,2027,2025-01-01
203535,1884,RES,52,2027,2025-08-20
192629,450,RW,10,2026,2015-07-01
224656,14,RB,34,2028,2023-07-22
228245,1832,LCM,10,2027,2017-07-01
231102,74,SUB,10,2027,2023-07-06
204485,112387,RM,7,2027,2023-07-28
204525,112139,LCB,26,2026,2025-08-10
243631,74,SUB,45,2029,2025-08-13
212194,22,RAM,10,2026,2019-07-01
216354,10029,RAM,27,2026,2015-01-16
241486,241,RB,23,2030,2022-07-28
226807,111144,RCM,7,2027,2015-01-15
244728,246,CAM,14,2029,2025-07-01
253177,39,SUB,6,2026,
230020,111817,CDM,33,2027,2025-08-28
247028,1831,SUB,33,2028,2024-07-01
229167,327,LM,7,2027,2023-08-15
213296,65,SUB,6,2026,2023-08-28
233084,240,SUB,16,2027,2022-07-28
208787,64,LCM,28,2026,2023-01-12
213655,144,LM,17,2028,2023-09-01
212404,189,RES,10,2027,2025-07-19
215798,110556,RES,70,2026,
210935,111974,RW,10,2029,2015-07-01
231943,18,SUB,9,2027,2022-07-01
205070,110062,SUB,8,2027,2023-09-01
232730,1799,SUB,18,2026,2024-07-01
205201,436,LDM,5,2027,2024-07-31
205988,11,LCB,23,2027,2014-06-27
258746,1877,SUB,27,2028,2025-06-10
273906,483,LCB,12,2032,2025-08-22
256516,448,LM,10,2035,2020-07-01
244788,113149,RCM,20,2026,2024-02-07
268896,1824,RDM,16,2029,2023-07-01
209780,100087,LDM,8,2027,2021-01-15
224885,101033,LB,12,2026,2020-01-20
206517,7,LM,18,2026,
238794,243,LM,7,2027,2018-07-12
260813,237,SUB,14,2027,2019-07-19
237034,449,ST,19,2030,2025-02-05
248165,480,RB,2,2028,2023-08-26
233064,11,SUB,7,2028,2023-07-05
257711,1,LB,33,2029,2024-07-29
235790,1,SUB,29,2028,2023-06-28
235813,278,SUB,18,2028,2025-07-23
252794,50,RCM,10,2027,2021-07-07
235456,110,SUB,27,2028,2023-09-01
221125,1876,RES,15,2026,2025-01-16
224031,46,RB,77,2026,2017-07-01
228179,101083,SUB,22,2026,2025-01-07
223874,74,RCM,21,2028,2025-07-21
234906,607,CAM,10,2028,2024-07-18
211147,54,RB,20,2027,2023-08-23
200145,11,RCM,18,2026,2022-08-19
248793,1808,SUB,27,2029,2024-07-05
279604,448,LDM,18,2031,2023-07-01
250959,36,LDM,6,2028,2023-08-25
216464,12,SUB,16,2026,
245054,2055,RS,14,2025,
221000,110776,CDM,5,2026,2024-09-04
233301,1824,RB,13,2029,2025-07-01
257980,14,RM,14,2030,2025-07-31
228302,483,SUB,24,2026,2014-07-01
229348,144,LB,33,2028,2020-08-20
189596,101112,CAM,13,2025,2025-08-06
252064,110,SUB,37,2026,
230065,206,LCM,8,2028,2024-07-01
188350,697,CAM,18,2026,2024-08-14
219174,110395,LM,23,2026,2024-01-02
220746,393,RM,14,2027,2020-09-08
228579,112172,RES,39,2028,2021-04-12
212491,106,SUB,26,2027,2025-08-10
263439,78,SUB,28,2029,2024-08-01
205855,263,ST,10,2027,2021-02-18
193061,278,LCM,37,2026,2024-07-11
244778,237,CAM,17,2026,2023-07-01
258171,1796,CAM,28,2028,2024-08-28
238072,113018,SUB,10,2026,2022-07-01
220414,1860,LB,16,2026,2024-07-01
212269,101033,RCB,20,2026,2024-09-11
238463,112172,SUB,8,2026,2019-01-01
252143,237,RES,23,2027,2018-07-01
214026,453,LB,22,2027,2024-07-23
262925,2014,RCM,8,2027,2025-07-01
251690,1800,CAM,5,2028,2024-06-20
246646,1745,SUB,6,2029,2025-01-12
200094,393,SUB,27,2026,2023-08-07
224425,100409,RM,27,2027,2024-08-08
235467,110395,CAM,10,2026,2024-01-19
260823,110374,LCM,44,2028,2025-07-01
209888,111393,RM,11,2028,2025-07-01
221671,169,LAM,7,2026,2021-07-08
239380,48,SUB,70,2030,2025-07-17
241707,483,SUB,18,2028,2024-07-11
239778,246,SUB,7,2028,2025-01-20
222148,112096,RDM,11,2027,2025-07-16
236764,8,RCM,22,2028,2024-08-30
230666,1,RES,9,2027,2022-07-04
231184,448,ST,11,2028,2022-07-03
237329,13,SUB,28,2027,2021-08-13
275298,21,SUB,45,2029,2023-05-06
227528,101088,ST,9,2027,2023-08-09
273463,110,LCM,8,2030,2023-01-30
259480,247,RCM,34,2029,2020-11-01
224423,160,LB,32,2026,2023-08-14
225782,66,RB,98,2027,2023-08-08
237819,14,RES,16,2028,2023-09-01
210736,219,SUB,33,2027,2025-09-01
203980,112883,RS,10,2026,2024-08-30
251942,280,SUB,20,2028,2024-07-09
244270,189,LDM,6,2027,2023-07-02
226370,1861,SUB,6,2026,
219985,46,SUB,5,2027,2022-08-01
270964,22,LCM,7,2030,2025-07-01
245371,240,SUB,11,2030,2025-07-23
266374,267,LM,11,2027,2020-07-01
237712,46,ST,11,2028,2023-07-21
225951,112996,LW,99,2027,2022-08-05
229862,452,RDM,8,2027,2022-08-08
208364,66,RCB,22,2028,2023-07-06
201455,219,SUB,19,2027,2023-07-01
241461,241,SUB,7,2027,2022-01-01
250941,1831,SUB,39,2029,2025-08-19
212045,101037,LB,5,2026,2023-09-10
257876,112172,RCM,13,2028,2023-07-01
234112,110374,RM,2,2027,2022-07-22
206467,247,RES,14,2028,2025-07-17
255878,101085,RM,15,2027,2023-08-01
228520,449,RES,9,2027,2024-02-01
259789,1877,LM,22,2028,2024-01-22
229391,18,CDM,6,2026,
235805,9,SUB,14,2028,2024-08-29
232223,52,RES,12,2026,
193348,896,CAM,10,2027,2024-08-16
230234,567,RDM,26,2028,2025-06-18
256107,78,RES,2,2029,2023-01-01
207494,982,CAM,10,2025,2024-02-08
243606,1925,LB,23,2031,2022-07-12
205678,436,RM,7,2026,2022-01-12
242380,236,SUB,6,2027,2022-01-24
239361,1903,CAM,20,2028,2025-07-01
240753,219,ST,9,2029,2025-01-31
258714,50,LM,14,2027,2024-07-01
73374,1799,SUB,12,2026,
225953,607,LM,34,2027,2024-09-02
205531,1843,RES,26,2027,2024-08-09
268534,44,RES,17,2030,2025-08-22
206113,21,CAM,7,2026,2017-07-01
230437,1048,LCM,6,2028,2025-06-18
204688,576,RCM,22,2026,2025-07-01
229788,110832,SUB,4,2026,2025-09-12
248053,101083,LB,15,2027,2024-07-25
192505,48,RES,9,2027,2024-08-29
229891,22,SUB,26,2028,2023-01-17
241721,47,SUB,10,2028,2019-08-01
231227,111235,LDM,30,2028,2024-08-30
152908,94,SUB,15,2026,2025-07-24
227174,2,RB,2,2027,2020-09-03
229984,76,LM,3,2027,2025-09-02
243812,243,SUB,11,2028,2019-07-01
263781,69,RB,2,2028,2022-01-01
199792,320,SUB,10,2026,2018-07-15
263041,10029,SUB,22,2028,2024-08-05
226491,78,LB,63,2030,2025-07-01
251615,236,LB,74,2029,2024-09-02
261616,74,LB,26,2029,2025-07-22
190815,110062,LCB,17,2026,2023-07-07
262525,78,SUB,14,2027,2024-08-30
191627,229,SUB,23,2026,2023-08-15
239028,278,SUB,11,2029,2024-07-13
253109,247,LCM,23,2028,2022-01-04
230899,39,RES,11,2026,2022-08-04
240130,243,RCB,3,2028,2019-07-01
214040,1877,SUB,18,2025,2016-01-22
226376,111701,CAM,10,2026,2023-07-01
233061,110329,LS,28,2028,2022-06-10
244874,1843,LCM,10,2028,2024-01-18
199564,1745,SUB,8,2026,2024-08-23
205452,243,SUB,22,2026,2022-07-01
221363,110062,SUB,6,2028,2024-07-11
209620,393,LB,21,2026,2023-07-10
253396,240,RM,20,2028,2020-09-03
247030,266,RES,12,2028,2019-01-01
198657,327,RB,2,2026,2024-01-10
253473,47,SUB,4,2029,2022-07-01
243282,7,SUB,7,2027,2022-07-28
219789,111817,RB,14,2027,2025-09-02
246928,110062,RCM,23,2028,2023-07-22
215998,1876,RCM,26,2025,2023-01-01
253908,112689,RES,75,2028,2024-07-18
239613,111811,LCM,32,2027,2024-07-01
272926,18,LCM,15,2031,2024-07-01
204105,378,RB,77,2027,2023-01-01
244622,452,LM,7,2030,2017-07-01
235926,101085,RAM,11,2028,2025-01-24
205726,114162,RCM,7,2026,2025-01-01
226517,111339,RCM,10,2026,2019-01-22
216036,111710,LCB,34,2025,2025-02-04
212476,112096,CAM,10,2027,2024-01-26
237383,44,LCB,95,2028,2017-08-30
186190,100646,LB,5,2026,2024-11-12
252802,325,SUB,90,2030,2025-08-29
232839,28,LB,28,2027,2022-03-20
274915,19,LB,12,2030,2025-07-15
253162,110374,RES,14,2026,
190972,110395,RM,11,2026,2024-07-02
238235,231,RW,10,2027,2023-07-01
211378,110329,SUB,7,2029,2021-07-05
262842,1745,SUB,20,2030,2025-07-01
231390,111065,LM,10,2026,2024-08-09
226790,327,RDM,4,2028,2025-08-07
238067,55,RES,10,2026,
210697,1,SUB,16,2027,2025-07-10
262411,101014,SUB,13,2027,2024-08-19
193301,131798,ST,91,2027,2025-07-03
244287,744,RM,17,2027,2024-07-06
212096,25,LM,32,2029,2019-09-02
216475,1853,SUB,11,2026,2024-07-10
225439,110374,RCM,8,2026,2022-07-04
259240,1799,RCM,20,2029,2024-02-01
235997,450,SUB,8,2026,2018-08-01
216385,101108,CDM,6,2025,2017-07-08
184941,481,SUB,10,2026,2025-09-02
258683,54,LCM,8,2027,2023-07-01
243580,45,SUB,20,2026,
237239,101033,LM,10,2027,2025-07-14
244205,1876,ST,7,2029,2025-07-12
232440,69,LB,12,2027,2020-08-28
246885,28,RCM,24,2028,2025-07-10
246147,219,RM,10,2029,2024-07-18
258976,110374,SUB,65,2028,2023-07-14
204970,64,RW,10,2028,2025-08-08
256948,231,LW,8,2029,2024-07-04
255925,110093,RM,7,2027,2024-08-15
209846,25,LB,30,2029,2012-07-01
277439,101047,SUB,6,2029,2022-07-01
251852,22,LAM,27,2027,2022-07-01
242664,47,RM,56,2027,2020-09-01
193283,819,LDM,27,2026,2024-07-20
212501,110827,RDM,20,2027,2025-08-19
224030,111817,RCM,21,2027,2024-08-29
232999,1943,LDM,12,2028,2023-08-20
205633,101084,RES,19,2026,2023-08-09
270670,1824,LDM,8,2028,2023-08-30
230250,1629,RDM,27,2028,2025-06-18
260466,326,SUB,5,2028,2020-08-20
244399,324,RDM,8,2026,2019-07-01
221908,689,LAM,9,2026,2021-12-12
208920,10,SUB,6,2027,2020-08-05
235374,46,SUB,29,2027,2019-07-12
255928,86,LDM,10,2028,2024-06-30
205566,1745,SUB,18,2026,2024-07-19
230241,383,LB,6,2028,2025-06-18
266097,237,RM,10,2028,2020-07-01
