Player_id,Age,DOB,Release_clause,Preferred_Position,Height,Weight,Wages,Weak_foot
212207,32,1993-05-07,15300000,"CM, CAM",170,70,26000,4
245367,22,2003-04-21,115500000,"CAM, LM, ST",179,58,125000,3
201389,32,1992-09-01,16200000,"LB, LM",185,78,40000,3
199503,32,1992-09-27,68400000,"CDM, CM",186,80,105000,3
211110,31,1993-11-15,96100000,"CAM, ST",177,75,105000,3
227796,26,1998-09-18,78200000,"RW, RM, CAM",178,73,79000,5
204539,35,1990-03-02,2400000,"RB, RM",180,80,14000,4
208722,33,1992-04-10,36000000,"LM, RM, ST, LW",174,69,64000,4
216201,31,1994-06-15,63000000,"RM, ST, RW",186,80,64000,3
256688,26,1998-08-18,,"CAM, CM",178,74,38000,4
239093,32,1992-09-25,27600000,"RB, RM",178,69,34000,3
260908,21,2003-11-07,79900000,"LB, LM",180,71,81000,3
250723,24,2001-05-17,47000000,CM,185,80,49000,3
244309,31,1993-09-30,8500000,"CAM, CM",176,73,10000,5
259694,26,1999-05-13,55500000,"RB, RM, LM",184,75,34000,3
200104,32,1992-07-08,64500000,"LW, ST, LM",183,78,21000,5
215914,34,1991-03-29,29600000,"CDM, CM",168,70,74000,3
188377,35,1990-05-28,10500000,"RB, RM",183,83,48000,2
189513,36,1989-04-16,20000000,"CM, CDM",182,74,41000,4
240734,24,2000-11-21,,"CAM, CM",188,77,72000,4
241084,28,1997-01-13,89900000,"LM, LW, ST",180,73,100000,4
225309,28,1996-10-27,43400000,"CM, CAM",180,76,40000,3
207410,31,1994-05-06,55500000,"CM, CDM, CAM",178,77,150000,4
236657,26,1999-01-05,16300000,"CM, CAM, CDM",184,88,32000,4
224574,29,1996-03-24,22100000,"CAM, CM, RB",170,65,31000,4
207439,31,1994-06-29,16100000,"CM, CDM",182,75,23000,4
237692,25,2000-05-28,137600000,"RW, CM, LW, RM",171,70,180000,3
253124,26,1998-08-27,36600000,"RB, CM, RM",184,78,105000,3
186942,34,1990-10-24,31400000,"CM, CDM, CAM",180,80,77000,4
270673,19,2006-03-08,84100000,"CM, CDM, CAM",178,68,58000,4
242201,30,1994-10-07,35700000,"CM, CDM",175,67,40000,3
210602,33,1991-08-19,30400000,"LM, LW",173,71,59000,5
258775,22,2002-09-08,72500000,"CM, CAM",185,71,34000,3
231969,32,1993-05-04,10800000,"CM, CAM, CDM",181,79,24000,4
242516,26,1999-05-07,95300000,"LM, LW",189,76,140000,4
241811,24,2000-09-04,52200000,"LM, CM, LB",173,71,37000,3
244374,26,1998-10-04,37500000,"CM, CAM, CDM",178,72,25000,3
273018,21,2004-05-03,89300000,"CM, CDM",180,75,86000,3
259516,23,2001-09-20,86300000,"CDM, CM",182,78,60000,2
221697,29,1995-12-30,79800000,ST,180,70,170000,4
247827,23,2001-12-12,151800000,"RM, RW",184,73,95000,2
216150,33,1992-06-11,18700000,"LM, RM, LB",182,75,69000,3
183711,35,1990-06-17,9300000,"CDM, CM",182,80,56000,3
248148,26,1999-02-02,87600000,"CDM, CM",180,74,150000,4
258966,25,2000-02-20,38200000,"LB, RB, LM",182,77,95000,5
216267,31,1994-03-11,40700000,"LB, LM",178,64,115000,2
228618,30,1995-06-08,45100000,"LB, LM",180,73,170000,5
237646,29,1996-05-26,42800000,"RB, RM",181,73,95000,3
224196,30,1995-04-16,25500000,"LB, CB, LM",187,82,49000,4
237520,28,1997-02-28,9200000,"CM, CDM",182,75,27000,3
210406,31,1994-05-20,28900000,CM,180,75,39000,4
235794,27,1998-06-29,80900000,"CAM, LW, ST",178,67,160000,4
240243,26,1999-05-27,88900000,"CAM, LW, ST",183,76,115000,4
267430,25,2000-02-06,17400000,"CM, CDM, CAM",185,74,24000,3
247103,27,1997-12-13,83700000,"CB, LB, LM",188,82,82000,3
197781,33,1992-04-21,55700000,"CAM, LM, CM",176,79,52000,4
191740,35,1989-08-14,5600000,"CDM, CM",182,71,16000,4
205214,32,1992-12-02,7500000,"RW, LW, RM",182,74,7000,4
222737,28,1997-02-26,48800000,"CAM, RM, LM, CM",172,74,60000,3
235537,25,1999-09-27,,"CM, CDM",167,71,0,3
255001,23,2001-12-04,43500000,"CDM, CM",179,70,31000,4
255009,23,2002-05-16,35200000,"CM, CAM",182,73,18000,5
230481,29,1996-02-29,74600000,"CAM, RM, CM",177,75,47000,4
268683,27,1998-02-07,,"CAM, CM, ST",185,78,69000,4
213884,30,1995-02-12,27600000,"CDM, CM, CAM",178,70,75000,4
226456,29,1996-02-22,31500000,"CDM, CM, RM",178,67,33000,3
208618,34,1991-07-01,6600000,"RB, RM",173,69,62000,4
245235,27,1997-12-09,31100000,"RB, RM",183,76,20000,4
225663,29,1996-05-30,32299999,"LM, CAM, LW",178,69,38000,4
230183,25,2000-02-29,30800000,"LB, LM",186,73,26000,5
212091,33,1992-01-29,18900000,"RB, RM",177,70,37000,3
216435,30,1994-11-25,58700000,"CM, CDM",170,68,125000,4
229261,28,1996-11-20,58300000,"CDM, CM",190,81,45000,3
232244,28,1997-02-25,18800000,"CDM, CM",169,68,18000,3
241508,24,2000-07-03,57300000,"CAM, CM",180,70,71000,3
225126,30,1995-05-10,29800000,"CDM, CM",185,74,39000,3
210047,33,1991-12-20,27600000,CB,188,84,135000,3
247819,25,1999-12-01,112700000,CB,191,86,72000,2
158023,38,1987-06-24,33000000,"RW, ST, CAM, RM",169,67,17000,4
193352,32,1992-08-25,6100000,"LB, CB, LM",180,78,23000,3
226162,28,1996-12-25,20000000,"CAM, LM, RM, CM",172,72,90000,4
176580,38,1987-01-24,9000000,"ST, CAM",182,86,10000,4
242964,24,2001-02-24,97800000,"LW, RW, LM",183,72,135000,3
213565,29,1995-11-12,,"CM, LM",171,63,57000,3
203376,33,1991-07-08,105500000,CB,193,92,230000,3
231318,27,1997-09-22,8700000,"LB, LM",173,68,23000,2
242434,24,2001-01-30,55800000,"CAM, CM, CDM",185,75,89000,4
223273,30,1995-02-09,34000000,"CM, CAM",186,80,73000,4
230965,29,1995-12-28,12800000,"CM, RB, RM, CAM",172,70,34000,2
205157,31,1993-08-06,31500000,"CDM, CM",175,69,49000,3
240507,24,2000-08-31,22700000,"CAM, CM, CDM",166,62,31000,4
223154,30,1995-03-23,5000000,"CDM, CAM, ST, CM",184,88,36000,3
272874,21,2003-09-08,23800000,"CM, CDM",185,76,34000,3
259583,22,2002-11-28,56300000,LB,186,73,84000,3
241509,26,1999-05-06,31000000,"LB, CM, RB, LM",171,62,25000,3
235152,25,1999-10-07,39500000,"RB, LB, RM",174,68,81000,4
245138,26,1999-06-18,7200000,"CM, CAM",180,78,17000,4
252060,25,1999-07-15,,"CM, CDM",188,75,33000,4
243627,24,2000-07-29,34600000,"CDM, CM",186,78,28000,3
213991,30,1994-10-25,17100000,"CDM, CM, CB",179,70,71000,3
240709,27,1998-04-08,25500000,"RM, RB, RW",176,79,50000,4
234505,27,1998-06-09,31500000,"CAM, CM, ST",178,73,12000,4
244261,27,1998-01-17,28400000,"CM, CAM, RM",178,76,46000,3
256675,26,1999-02-07,97200000,"ST, CAM, LW",183,81,175000,3
236477,27,1998-06-06,21300000,"CAM, CM, LW",175,62,35000,3
227535,28,1997-06-25,40500000,"CDM, CM",187,73,100000,4
254579,24,2001-06-09,10700000,"CDM, CM, CAM",176,69,51000,3
230786,26,1998-08-11,27200000,"CM, CDM",186,73,36000,3
227813,28,1996-12-15,,LB,175,64,100000,3
232711,28,1996-11-08,23800000,"CM, CDM",185,83,32000,3
241496,25,2000-02-22,,"RM, RB",182,66,86000,3
225403,29,1995-07-15,26600000,"RW, CAM, CM, RM",176,75,55000,3
239301,27,1998-01-18,51400000,CB,178,77,90000,3
195864,32,1993-03-15,26600000,"CM, CDM, CAM",191,84,38000,4
214047,34,1991-03-21,7700000,"CM, CDM",182,78,28000,4
209989,32,1993-06-13,50400000,"CDM, CM, RB",185,77,57000,3
251573,27,1998-04-08,25100000,"LB, LM",173,68,40000,3
220659,29,1995-12-19,11100000,"CDM, CM, CAM",180,69,29000,3
235008,28,1997-03-18,3700000,"CM, CDM",169,66,7000,4
227647,28,1997-03-18,46800000,"LB, LM",180,71,53000,2
251294,27,1997-07-18,7000000,"CM, LM, CAM",168,70,19000,4
211688,30,1995-05-25,46200000,"LB, LM",172,66,49000,3
229188,26,1998-11-21,78900000,"ST, CAM",186,80,31000,4
216700,32,1992-12-15,6200000,"CM, LW, RW, LM",180,75,19000,4
221053,31,1994-06-09,3300000,"LB, LM",175,70,13000,3
266127,20,2004-09-08,64099999,LB,179,71,81000,3
234153,28,1997-01-02,22100000,"CM, CAM",180,76,38000,4
193198,33,1991-11-16,10500000,"CB, CDM",187,79,31000,2
229659,28,1997-02-06,18800000,"CDM, CM, CAM",183,74,28000,4
193082,37,1988-05-26,4300000,"RM, RB, RW",179,72,9000,3
20801,40,1985-02-05,,ST,187,85,58000,4
233029,34,1991-02-16,2900000,"CM, CDM, CB",173,72,15000,3
237386,26,1998-09-06,24700000,"CM, CAM, CDM",176,80,40000,3
264330,22,2003-02-23,26500000,"CM, CDM",173,75,23000,4
211361,30,1994-08-06,15300000,"CDM, CM",180,70,32000,4
230337,33,1992-02-29,12100000,"LB, LM, CAM",175,68,21000,3
192318,33,1992-06-03,31500000,"CM, CAM, RM, CDM",176,72,47000,4
212138,30,1995-04-12,,"RB, RM",175,70,41000,3
212228,29,1996-03-16,43400000,ST,187,76,59000,3
215071,37,1988-04-11,1300000,"LB, RB, LM",170,69,13000,4
234574,26,1999-03-18,39500000,"RB, LB, RM",183,76,80000,4
210896,30,1994-08-18,13300000,"CM, CAM",180,73,26000,4
213516,30,1994-09-15,50000000,"CAM, LM, RM, CM",173,63,23000,4
251470,24,2001-03-10,77200000,"CAM, ST, CM",192,79,72000,3
224371,28,1996-12-20,69400000,"RM, ST, RW",175,70,100000,4
253072,26,1999-06-24,38500000,ST,187,81,50000,3
233965,28,1997-05-17,18900000,"RM, LM, RB, RW",175,67,27000,4
251988,26,1999-05-11,24800000,"RM, CAM, RW",184,75,7000,3
253149,24,2000-12-10,83700000,"RB, RM, RW",172,65,105000,3
233731,25,1999-09-21,213700000,ST,192,77,200000,4
268889,22,2003-03-23,101300000,"LB, LM",186,78,130000,4
219553,33,1991-07-24,14300000,"CAM, CM",172,70,33000,3
216409,31,1993-08-03,36600000,"RW, RM",171,65,115000,4
236146,29,1996-02-29,2200000,"CDM, CM",182,78,7000,5
236492,27,1998-06-05,14100000,"CM, CDM, CAM",180,78,22000,4
235297,29,1995-09-06,6600000,"CM, CAM",181,81,14000,3
208250,32,1993-06-28,13200000,"CAM, CM",181,78,25000,4
251530,25,2000-01-26,30200000,"LB, LM",183,75,31000,4
165153,37,1987-12-19,29600000,"ST, CAM",185,81,64000,4
224158,28,1996-08-21,,"CDM, CM, CB",183,77,50000,2
235973,26,1999-05-10,34600000,"CAM, CM",174,60,51000,2
248872,29,1996-03-29,8300000,"CM, CDM",170,70,19000,3
272951,24,2000-09-29,21400000,"CM, CDM",177,73,18000,3
244791,33,1992-04-22,6900000,"CM, CAM, CDM",173,70,26000,3
232770,28,1997-01-17,6600000,"CDM, CM",179,71,25000,2
229752,28,1997-02-06,15800000,"CM, CDM",184,76,30000,4
257186,22,2002-07-30,42800000,"CDM, CM",181,82,35000,4
243686,29,1995-07-19,28400000,"CM, CAM, RM",175,66,35000,3
264697,25,2000-05-09,52400000,"ST, LW, LM, CAM",170,61,56000,3
230142,28,1997-04-21,65099999,"ST, LM, LW",181,78,59000,3
230767,27,1997-08-18,13200000,"CM, CDM",176,70,22000,4
245630,26,1999-01-10,54100000,"CDM, CM",181,75,54000,3
245637,23,2002-04-20,34700000,"CAM, ST",182,83,67000,5
208268,30,1995-03-03,34000000,"CM, CDM",186,80,62000,4
208093,33,1992-04-07,34700000,"ST, RW, CAM",180,77,55000,4
206085,30,1995-02-24,47500000,"RW, RM",179,74,140000,4
259868,22,2002-09-14,53300000,"CM, CDM",184,70,84000,3
231340,28,1997-01-01,17500000,"RB, RM",175,70,22000,3
257771,29,1995-08-16,8300000,"RB, RM",173,68,31000,4
255742,27,1997-11-21,15100000,"CM, CAM",172,70,49000,4
209499,31,1993-10-23,34400000,"CDM, CM",188,78,56000,2
232293,26,1998-12-29,197500000,ST,186,77,110000,4
236699,28,1996-08-13,23800000,"CDM, CM",183,77,76000,3
245155,24,2000-08-02,57300000,"RW, LW, ST, RM",177,70,95000,3
257191,26,1998-11-15,40500000,"CDM, CM, CB",194,88,61000,4
236791,30,1994-12-03,,"CM, CAM",190,86,42000,3
212729,32,1993-01-14,7300000,"CM, CAM",165,68,18000,3
206591,31,1994-04-21,17000000,"RB, RM",177,70,31000,4
233556,28,1997-01-24,51900000,"RM, RW",183,83,68000,4
220837,31,1993-09-02,11000000,"LB, LM",180,75,25000,3
224294,28,1997-02-03,33600000,"CDM, RB, RM",175,71,75000,4
236401,27,1997-11-14,43500000,"RB, CB, RM",183,65,84000,3
202371,33,1991-09-12,7400000,"RB, RM",191,90,27000,4
213648,29,1995-08-05,49400000,"CDM, CM",187,84,54000,4
222390,29,1995-10-30,15800000,"CM, CDM",170,68,24000,3
241867,29,1996-03-22,20000000,"RB, RM, ST, RW",176,74,28000,3
222509,28,1996-08-07,52300000,"CM, CDM",179,70,175000,3
257919,23,2002-05-29,31400000,"CM, CDM",176,72,25000,4
230331,37,1988-02-29,4400000,"CDM, CM",177,77,19000,3
254909,26,1998-07-19,35900000,"CDM, CM",174,66,30000,3
230347,25,2000-02-29,54600000,"LB, LM, LW",178,69,34000,4
253157,25,1999-09-23,27700000,"CM, CDM",175,61,26000,3
248465,23,2002-03-10,48400000,"LB, LM",178,68,85000,2
275138,21,2004-01-01,49400000,"CM, CDM",173,65,23000,3
208135,32,1993-01-01,5600000,"CAM, CM",184,76,21000,2
222227,27,1997-11-24,16500000,"CDM, CM",177,74,9000,3
222492,29,1996-01-11,57000000,"RM, LM, RW",183,80,70000,2
209289,31,1994-03-05,8199999,"LB, LM",170,68,15000,3
236480,28,1996-08-30,23800000,"CDM, CM",182,78,87000,3
207865,31,1994-05-14,100800000,CB,183,75,145000,3
212814,32,1993-01-19,23100000,"LM, RM, CM, LW",179,73,33000,4
269136,20,2005-04-19,48300000,"CM, CDM",181,80,52000,3
183898,37,1988-02-14,15000000,"RW, RM",180,69,21000,2
255069,23,2002-01-03,52300000,"CDM, CM",188,88,90000,3
210324,32,1992-07-14,18700000,"CAM, ST, CM",176,72,71000,4
251804,24,2000-11-03,34700000,"RB, LB, RM",173,68,22000,4
244260,27,1998-05-07,131800000,"CAM, CM, ST",179,72,140000,4
264240,20,2004-08-05,126000000,"CM, CAM",173,70,85000,3
243780,24,2001-02-19,51000000,"RW, CM, RM",173,66,74000,3
239810,24,2001-02-23,27200000,"CDM, CM",178,74,43000,4
220876,28,1996-08-11,35700000,"RM, RW, RB",180,70,37000,3
190674,34,1990-08-03,13300000,"CDM, CM",180,76,36000,3
246923,24,2001-05-21,39500000,"LM, LW",180,72,86000,4
251566,24,2001-06-18,67400000,"LW, LM",178,75,125000,3
242641,24,2001-06-06,66400000,"LB, LM",180,70,100000,3
233195,27,1997-09-28,40800000,"CDM, CM",174,78,56000,3
242444,25,1999-11-10,38500000,"CAM, LW, LM, ST",181,70,45000,4
80170,21,2003-09-06,42800000,"RB, RM",178,75,33000,3
213693,30,1995-01-11,6300000,"CDM, CM",178,77,43000,4
203483,32,1993-02-21,11900000,"CM, CDM",179,70,20000,3
236830,25,1999-07-11,24200000,"CDM, CM, CB",182,77,19000,3
272449,22,2003-06-15,101100000,"CM, CDM",181,75,69000,3
235663,27,1997-12-22,15400000,"CAM, CM",186,78,23000,3
242577,26,1998-07-14,,"RM, RW",180,69,60000,3
231591,30,1994-11-19,37800000,"LB, LM",172,70,68000,2
200155,32,1992-08-24,24800000,"CAM, CM",195,77,40000,4
205686,33,1991-12-22,6300000,"CAM, CM",172,69,9000,5
237942,27,1998-01-21,32799999,"LB, LM",175,79,48000,3
202884,32,1993-03-25,16200000,"LB, LM",186,75,81000,4
266436,22,2003-05-13,54100000,"CM, CDM",187,77,32000,4
255475,25,2000-02-24,74000000,"RW, RM",172,63,38000,1
233738,28,1997-03-30,30500000,CB,181,73,39000,3
234023,25,2000-02-29,5700000,"RM, CAM, RW",183,79,10000,2
184392,35,1989-12-02,13200000,"RB, CB, RM",182,70,29000,4
230258,25,2000-02-29,56100000,"CDM, CM, CAM",175,70,25000,4
218745,29,1996-02-09,5200000,"CDM, CM, CAM",180,80,20000,3
241095,27,1997-10-04,31500000,"CAM, LW, RW, CM",179,79,45000,4
234983,29,1996-01-19,8199999,"CM, CAM, CDM",175,67,14000,3
278773,18,2006-09-26,57400000,"LB, CM",178,72,64000,3
216320,30,1995-05-07,19000000,"CM, CDM, CAM",185,74,28000,4
