Player_id,Passing,Defending,Dribbling,Pace,Shooting,Physic
239231,79,82,80,75,64,79
223959,78,81,79,76,72,79
212811,75,78,76,79,67,83
177003,86,70,86,68,74,62
230938,73,78,78,78,77,86
226226,82,68,84,68,81,71
231913,78,77,80,74,71,82
247394,84,62,85,74,79,81
218667,83,71,89,61,78,65
256630,88,54,90,80,82,67
238744,77,80,77,77,71,80
213666,79,76,80,81,76,80
202648,81,73,80,77,76,77
219683,78,77,76,68,78,79
216352,78,78,79,63,73,80
251479,80,75,79,76,73,75
251806,76,74,80,77,78,83
211093,78,72,80,77,76,78
236499,82,75,80,67,75,70
215590,80,59,83,86,83,67
234396,78,74,85,94,66,76
239807,78,73,82,82,77,72
227890,76,69,79,79,81,73
236496,80,77,80,72,73,77
256079,78,84,81,71,64,82
251517,75,84,78,78,71,82
227236,75,79,79,75,75,85
186345,83,80,77,66,65,71
233927,78,69,84,68,78,75
270571,83,68,79,74,74,78
244669,78,80,77,70,76,84
232665,76,79,77,65,79,79
246321,70,65,76,92,79,79
239085,70,45,80,86,91,88
226851,76,86,75,75,67,79
254243,79,77,81,71,68,78
181291,77,76,80,67,72,75
192638,80,80,74,57,74,77
228813,85,75,84,65,75,66
257279,84,65,82,79,76,68
256853,77,65,83,84,76,77
231521,80,81,82,62,76,71
251377,79,67,78,80,81,74
204963,79,81,81,80,58,79
193747,83,76,78,61,72,77
242280,74,72,78,72,78,75
262881,77,72,82,81,70,82
217870,73,79,77,84,72,80
257534,87,50,87,75,83,65
234060,77,80,79,65,76,81
261865,79,76,81,81,71,73
220651,81,74,80,69,70,69
266866,77,80,80,78,72,81
206511,79,75,76,64,80,75
236015,82,60,84,75,77,72
222077,80,81,76,63,69,78
233096,75,79,79,84,70,84
200458,79,77,76,69,68,74
212242,76,83,73,57,77,81
241637,79,81,78,71,69,82
215441,76,45,83,72,88,83
253727,78,64,78,76,75,82
220502,77,57,87,88,78,66
208461,77,83,76,61,74,80
215449,77,67,75,75,77,69
235944,82,65,81,70,80,73
223697,73,77,76,72,74,77
226271,80,75,81,61,77,72
234741,79,72,76,70,72,76
220697,86,58,85,67,81,64
190765,84,72,79,48,75,76
183512,74,77,75,79,68,82
209889,85,74,88,69,78,54
225375,76,81,75,82,69,76
189332,78,70,80,82,69,68
247972,73,66,75,81,75,80
260247,79,67,84,77,77,79
208418,77,58,85,87,80,67
271421,77,55,90,83,80,74
228093,76,50,82,86,83,80
236703,80,74,79,86,61,78
241651,73,36,81,90,86,91
259913,78,60,81,81,77,72
212523,80,45,81,76,86,74
272500,75,79,80,74,70,79
212207,79,62,78,76,74,71
245367,80,61,87,77,77,70
201389,78,76,76,72,69,71
199503,85,78,74,47,75,82
211110,84,41,87,80,85,64
227796,80,46,86,88,82,65
204539,70,68,74,92,69,86
208722,78,44,85,82,81,75
216201,74,45,80,94,81,84
256688,79,69,79,74,75,76
239093,76,73,78,85,69,69
260908,75,77,78,87,59,80
250723,75,74,81,74,74,82
244309,77,72,76,67,77,75
259694,77,76,77,80,66,76
200104,81,42,83,84,84,73
215914,73,85,80,77,65,79
188377,75,77,76,80,64,78
189513,87,74,78,39,80,67
240734,79,67,76,68,78,73
241084,76,45,87,88,81,75
225309,82,62,82,65,79,72
207410,81,73,83,67,74,72
236657,74,69,75,77,73,85
224574,72,68,81,81,74,69
207439,82,72,79,62,70,74
237692,82,57,89,81,81,57
253124,76,73,79,85,70,76
186942,83,74,80,54,79,67
270673,76,75,79,79,68,79
242201,80,75,76,69,72,73
210602,75,57,84,87,75,81
258775,78,68,77,76,76,72
231969,79,63,76,66,78,73
242516,80,47,83,83,82,74
241811,80,71,79,73,74,65
244374,79,68,79,79,71,71
273018,74,77,78,74,69,80
259516,76,80,78,72,67,77
221697,73,50,80,77,83,80
247827,84,50,87,78,80,66
216150,77,76,77,76,73,69
183711,80,75,74,65,71,77
248148,79,80,79,66,68,73
258966,77,75,79,78,70,70
216267,80,79,77,74,61,75
228618,74,78,75,85,64,84
237646,72,79,76,75,69,81
224196,70,78,77,73,70,79
237520,72,75,73,74,74,83
210406,80,70,82,76,76,59
235794,81,50,87,74,80,68
240243,79,44,84,77,85,75
267430,72,72,74,75,76,80
247103,73,82,74,77,66,82
197781,85,59,85,66,79,60
191740,76,77,77,59,71,74
205214,74,56,75,84,76,83
222737,79,43,84,89,78,73
235537,77,75,73,74,75,72
255001,77,75,78,76,63,71
255009,78,67,78,73,77,74
230481,83,35,84,88,77,72
268683,73,71,74,73,76,76
213884,77,74,78,69,70,76
226456,80,73,80,65,75,71
208618,80,70,79,76,74,67
245235,72,73,75,90,65,81
225663,79,61,82,73,76,66
230183,71,74,71,79,67,79
212091,73,74,79,81,66,77
216435,80,76,82,71,69,71
229261,74,80,77,80,67,85
232244,72,74,75,78,73,74
241508,82,66,81,68,73,67
225126,74,80,75,64,73,74
210047,76,84,73,51,68,80
247819,75,85,73,74,60,82
158023,85,33,90,78,85,64
193352,78,70,74,66,69,72
226162,78,66,81,66,74,66
176580,74,41,76,53,82,75
242964,78,50,83,91,79,72
213565,79,67,80,72,75,59
203376,72,90,72,73,60,87
231318,76,68,75,72,75,71
242434,76,72,82,74,74,76
223273,77,67,81,69,78,76
230965,74,71,78,81,61,81
205157,77,76,79,69,65,76
240507,75,72,79,69,70,67
223154,71,70,74,75,76,79
272874,77,68,72,73,72,75
259583,73,76,78,88,64,79
241509,76,73,81,83,66,59
235152,74,76,80,82,68,67
245138,72,70,74,73,75,73
252060,70,74,75,74,76,74
243627,80,73,78,70,69,68
213991,70,76,74,68,71,79
240709,73,71,81,81,72,75
234505,78,66,81,72,77,69
244261,80,60,83,70,73,70
256675,76,34,86,89,85,71
236477,73,68,81,75,74,66
227535,78,78,79,64,68,72
254579,73,71,79,77,71,63
230786,78,73,74,64,70,78
227813,79,76,78,63,66,62
232711,74,75,77,63,73,79
241496,72,68,78,87,75,65
225403,81,58,80,73,77,67
239301,75,81,75,67,59,80
195864,81,60,83,64,76,78
214047,74,74,75,72,74,74
209989,80,80,77,59,71,82
251573,76,73,77,75,69,71
220659,74,72,74,66,75,77
235008,72,68,74,75,70,75
227647,77,78,77,81,62,74
251294,74,66,75,77,72,78
211688,76,77,77,80,61,72
229188,71,47,80,79,82,82
216700,74,69,78,73,72,73
221053,70,64,75,83,63,87
266127,78,77,79,77,62,64
234153,78,69,78,70,75,68
193198,78,76,69,46,73,84
229659,75,73,76,60,73,78
193082,76,74,78,77,72,61
20801,76,34,80,76,88,76
233029,72,69,78,70,71,75
237386,77,70,78,66,72,71
264330,73,66,79,78,70,77
211361,77,73,77,68,71,69
230337,75,71,77,82,63,65
192318,85,56,85,60,75,67
212138,74,69,75,87,71,71
212228,71,51,75,78,82,81
215071,73,69,77,75,67,74
234574,74,76,77,85,63,78
210896,77,70,76,62,73,74
213516,81,43,82,78,81,69
251470,80,56,83,70,79,68
224371,78,46,82,76,81,70
253072,72,49,76,88,79,82
233965,74,71,75,74,72,72
251988,77,65,78,76,76,66
253149,74,72,84,94,62,63
233731,73,39,85,83,89,76
268889,75,73,79,85,65,80
219553,75,47,81,76,76,72
216409,80,59,83,80,78,55
236146,64,64,67,58,59,76
236492,76,69,74,66,76,73
235297,71,72,74,65,71,83
208250,76,59,75,68,80,76
251530,72,70,80,88,67,77
165153,81,38,83,75,84,77
224158,73,75,74,61,70,82
235973,78,60,77,78,76,67
248872,74,72,75,77,68,77
272951,76,72,76,76,68,75
244791,74,70,76,60,75,71
232770,73,69,71,71,70,78
229752,73,74,76,78,69,78
257186,75,72,73,75,67,82
243686,78,66,78,74,75,70
264697,71,47,86,90,81,61
230142,81,42,82,77,83,65
230767,76,70,78,71,69,73
245630,75,79,78,68,68,77
245637,75,60,80,77,75,74
208268,78,78,75,52,74,81
208093,77,46,80,77,82,71
206085,78,61,80,82,77,70
259868,76,77,78,68,66,76
231340,71,74,77,81,63,80
257771,75,71,74,79,64,66
255742,74,65,78,70,75,70
209499,78,81,77,53,69,80
232293,65,42,81,92,84,84
236699,76,76,74,60,69,79
245155,72,60,86,89,76,74
257191,75,78,72,70,68,80
236791,76,64,75,69,74,73
212729,77,55,80,73,76,59
206591,74,71,82,78,63,72
233556,79,49,83,79,81,67
220837,71,71,76,84,69,76
224294,77,75,77,69,63,73
236401,76,77,80,75,66,72
202371,72,75,71,63,74,81
213648,78,78,74,49,73,80
222390,77,69,78,68,72,70
241867,73,72,76,82,74,69
222509,80,72,82,61,71,67
257919,74,77,78,71,70,68
230331,75,74,73,67,72,78
254909,76,75,79,78,57,72
230347,76,75,79,79,54,74
253157,74,74,77,73,67,76
248465,75,73,81,87,65,63
275138,78,71,77,79,66,69
208135,71,75,73,53,76,81
222227,75,71,73,73,67,78
222492,78,37,85,87,81,68
209289,76,70,73,73,72,66
236480,74,76,79,66,66,74
207865,75,89,74,78,56,80
212814,79,64,79,68,75,68
269136,74,73,81,68,69,74
183898,85,43,85,73,80,62
255069,77,74,77,67,70,80
210324,78,64,79,64,76,68
251804,75,72,83,87,60,72
244260,83,50,87,73,79,56
264240,78,68,85,76,66,70
243780,80,50,82,72,75,64
239810,73,73,76,73,63,74
220876,79,53,78,84,78,63
190674,73,79,76,55,64,83
246923,73,68,80,77,75,72
251566,75,46,83,90,77,72
242641,76,77,84,84,53,70
233195,74,75,78,69,70,78
242444,77,45,82,77,78,66
80170,70,73,78,89,62,76
213693,75,70,77,79,65,69
203483,73,73,73,47,78,77
236830,74,71,80,70,65,80
272449,74,74,80,80,70,71
235663,72,64,74,79,76,74
242577,77,62,79,68,72,65
231591,75,77,79,78,56,73
200155,84,60,77,45,79,78
205686,79,65,78,60,72,69
237942,77,75,78,76,57,72
202884,73,76,77,85,65,67
266436,75,73,76,74,73,70
255475,78,43,83,84,78,70
233738,73,78,72,76,63,81
234023,70,41,71,76,56,75
184392,74,81,76,71,62,71
230258,74,82,77,77,57,69
218745,74,68,75,73,72,75
241095,76,57,81,74,76,70
234983,74,69,75,72,69,77
278773,74,75,77,76,60,78
216320,74,71,76,68,75,80
205569,83,66,74,42,74,64
178562,80,70,77,52,73,72
236441,73,68,79,85,65,74
242087,76,73,79,68,72,78
271057,74,70,74,75,69,73
260599,74,75,73,70,65,78
202024,76,77,77,58,72,74
255565,76,57,86,87,73,64
190059,73,60,75,75,75,75
203535,72,72,71,70,71,74
202556,79,30,83,79,82,78
192629,80,35,84,77,84,62
224656,71,78,75,88,63,75
228245,78,61,74,70,75,69
231102,76,58,79,72,77,64
204485,81,39,88,78,80,63
204525,72,85,68,71,57,80
243631,74,77,77,74,68,76
212194,83,44,84,74,78,70
216354,78,33,84,67,82,73
241486,74,86,79,84,47,84
226807,69,71,73,77,64,79
244728,74,43,77,66,84,74
253177,71,70,78,88,69,76
230020,77,73,77,57,72,73
247028,71,73,76,71,66,79
229167,72,57,77,86,75,73
213296,77,71,79,50,72,73
233084,73,75,76,82,67,71
208787,76,65,77,58,73,72
213655,77,56,81,76,74,73
212404,77,54,80,75,75,67
215798,70,67,75,85,74,65
210935,79,35,84,82,80,68
231943,72,53,78,76,78,75
205070,72,56,74,80,74,73
232730,77,64,78,71,72,66
205201,71,74,69,65,70,81
205988,78,79,75,69,57,72
258746,70,72,76,82,69,78
273906,73,75,72,73,60,82
256516,80,36,87,93,76,66
244788,74,69,76,71,70,71
268896,71,71,78,77,73,77
209780,73,68,74,68,73,68
224885,76,68,74,80,62,78
206517,80,53,85,72,76,67
238794,81,29,91,95,84,69
260813,72,68,75,72,71,75
237034,75,42,81,81,77,78
248165,74,74,79,92,60,71
233064,79,62,78,67,76,61
257711,71,77,75,72,66,77
235790,78,48,81,72,79,74
235813,77,63,74,64,74,66
252794,75,69,79,77,70,63
235456,72,70,78,78,63,72
221125,72,45,80,84,75,78
224031,67,75,74,80,66,77
228179,71,69,74,77,73,71
223874,75,74,78,62,66,78
234906,75,65,82,66,72,65
211147,76,71,76,71,67,65
200145,76,80,69,36,74,76
248793,74,76,74,67,66,78
279604,75,72,79,71,70,75
250959,83,76,84,56,58,71
216464,70,69,72,70,69,78
245054,73,59,75,77,75,76
221000,69,71,74,81,68,76
233301,70,79,72,69,65,81
257980,70,62,81,89,72,68
228302,72,73,73,77,71,71
229348,75,78,77,88,46,80
189596,82,55,78,59,79,65
252064,68,76,69,72,68,84
230065,72,73,78,67,71,73
188350,81,52,80,58,81,62
219174,73,64,73,79,71,79
220746,74,57,81,82,74,66
228579,76,78,78,73,54,74
212491,74,68,78,79,62,79
263439,74,68,72,71,71,76
205855,77,43,79,63,82,82
193061,77,67,79,72,73,68
244778,79,40,84,80,80,71
258171,73,68,76,76,63,82
238072,74,70,72,66,70,83
220414,77,76,73,70,57,76
212269,73,74,74,67,68,74
238463,77,73,79,63,70,69
252143,77,67,80,79,72,62
214026,73,74,73,88,65,70
262925,77,71,75,54,70,83
251690,74,65,76,73,69,75
246646,75,76,78,75,62,67
200094,73,74,72,68,71,72
224425,71,70,73,74,71,77
235467,75,53,81,90,73,68
260823,78,70,79,74,65,63
209888,72,59,70,81,74,73
221671,72,63,81,72,71,66
239380,73,50,84,80,77,68
241707,75,76,75,67,65,79
239778,74,71,73,64,70,78
222148,73,65,78,65,72,67
236764,72,73,77,70,68,71
230666,74,39,86,81,79,71
231184,72,51,78,73,78,78
237329,73,72,79,75,72,68
275298,79,76,78,62,64,71
227528,64,54,73,88,73,83
273463,72,77,75,54,68,74
259480,74,51,82,78,75,78
224423,68,67,72,77,67,72
225782,73,72,76,77,65,74
237819,72,76,76,69,65,77
210736,75,74,76,69,63,65
203980,82,43,80,73,77,66
251942,72,70,74,78,65,77
244270,74,70,73,66,72,72
226370,75,67,76,73,70,70
219985,75,79,76,53,73,75
270964,71,72,74,70,68,78
245371,79,51,83,79,74,58
266374,72,66,73,77,66,76
237712,71,45,81,75,80,75
225951,71,38,79,85,81,79
229862,75,70,77,62,73,69
208364,68,77,74,79,61,78
201455,73,78,71,65,69,81
241461,79,35,83,83,81,68
250941,71,68,77,87,69,71
212045,76,67,70,74,69,73
257876,74,74,74,72,62,76
234112,74,72,79,86,59,69
206467,80,38,80,73,78,69
255878,69,71,69,84,72,65
228520,69,52,75,74,76,84
259789,75,64,74,83,66,69
229391,70,84,72,56,68,85
235805,75,44,83,87,80,68
232223,75,74,75,78,57,72
193348,81,40,80,67,81,73
230234,74,78,75,67,62,76
256107,73,73,72,82,59,80
207494,72,57,77,77,73,67
243606,72,70,77,77,67,64
205678,75,47,80,82,76,65
242380,76,73,73,66,67,74
239361,69,71,70,54,75,83
240753,76,45,80,77,82,71
258714,73,71,74,74,70,66
73374,69,68,73,68,73,83
225953,76,41,84,80,78,71
205531,73,66,76,72,70,66
268534,71,67,78,77,68,76
206113,78,43,84,79,83,66
230437,74,73,73,69,69,69
204688,75,70,70,62,71,74
229788,74,71,67,50,68,82
248053,67,68,73,83,68,75
192505,75,41,75,79,82,84
229891,71,77,76,74,63,82
241721,80,28,86,93,78,75
231227,72,71,77,70,71,70
152908,75,73,73,53,64,68
209236,72,73,71,69,65,78
227174,71,75,75,75,66,76
229984,77,76,75,70,60,68
243812,79,31,87,88,80,64
263781,74,72,77,78,62,71
199792,70,65,74,68,71,71
263041,74,69,75,74,65,74
226491,75,75,76,76,60,73
251615,75,74,75,78,63,74
261616,75,73,76,74,59,64
190815,85,80,76,36,62,67
262525,72,64,74,75,74,67
191627,71,72,71,70,69,74
239028,70,57,76,83,77,69
253109,84,65,75,53,72,71
230899,73,32,88,86,84,67
240130,69,85,71,82,50,82
214040,74,67,74,78,68,75
226376,81,52,80,81,73,64
233061,74,63,74,86,72,66
244874,73,64,74,77,69,74
199564,78,74,75,69,63,65
205452,72,84,70,79,55,86
221363,74,70,76,59,75,65
209620,69,72,74,77,66,78
253396,72,45,81,91,73,81
247030,76,66,75,67,69,70
198657,69,73,72,74,59,79
253473,75,73,79,73,60,72
243282,79,55,79,67,76,68
219789,72,74,75,82,57,78
246928,78,69,78,71,71,62
215998,76,66,76,68,73,64
254159,67,69,70,82,70,75
253908,66,62,75,86,68,71
239613,76,72,75,67,70,68
272926,76,71,77,75,63,73
204105,73,73,72,75,62,74
244622,72,49,78,80,77,74
235926,73,63,81,89,69,63
205726,73,69,73,70,68,72
226517,79,56,76,73,74,69
216036,68,68,69,73,64,78
212476,79,63,76,58,71,71
208670,81,48,80,72,76,63
237383,75,88,76,74,46,82
186190,69,67,73,83,66,72
252802,70,79,73,80,59,84
232839,73,71,73,73,66,73
274915,68,70,74,80,67,77
253162,77,69,75,66,68,70
190972,72,54,79,83,72,66
238235,69,66,76,81,66,72
211378,71,72,70,67,68,80
262842,78,59,83,77,70,66
231390,72,62,74,82,70,69
226790,72,74,72,64,65,80
237043,78,53,76,81,71,69
238067,73,60,75,74,75,77
210697,74,79,71,49,65,79
262411,71,71,74,70,65,76
193301,75,44,80,65,82,72
244287,71,67,73,76,68,71
212096,82,43,81,70,76,66
216475,72,52,77,78,76,66
225439,76,75,75,46,73,70
259240,81,75,77,62,62,69
235997,76,76,77,56,67,69
216385,67,65,70,73,68,81
184941,78,48,81,68,78,59
258683,77,69,77,67,72,67
243580,69,31,81,95,81,80
237239,76,58,76,71,76,53
244205,68,47,75,81,76,84
232440,77,72,77,78,58,66
246885,69,69,73,76,69,77
246147,77,37,83,83,83,63
258976,70,72,76,75,67,67
204970,79,45,80,71,77,65
256948,75,38,83,78,77,71
255925,71,65,75,89,64,69
209846,69,73,71,83,60,82
277439,71,72,70,70,68,75
251852,72,36,82,96,76,69
242664,75,66,81,80,67,63
193283,69,75,68,64,64,78
212501,76,76,69,52,69,80
224030,77,65,79,64,69,54
232999,71,79,75,79,56,75
205633,71,65,73,58,72,77
270670,75,68,76,69,68,69
230250,69,74,70,71,64,76
260466,70,74,73,74,59,78
244399,75,66,76,78,65,71
221908,71,55,75,82,74,68
208920,72,84,75,72,53,74
235374,75,71,81,90,61,61
255928,72,68,79,76,68,71
205566,71,69,74,75,69,65
230241,71,74,70,79,62,69
266097,69,64,82,91,74,59
259716,75,73,76,77,56,74
244634,70,70,71,75,69,80
207790,77,78,69,57,62,77
215270,77,46,81,74,76,67
172522,73,68,72,62,69,73
229723,78,70,75,63,65,72
241856,76,72,75,65,65,69
263617,72,76,75,68,61,77
213242,66,74,76,75,65,71
244889,76,73,72,55,65,78
230384,77,52,82,82,73,71
271121,75,73,74,78,55,77
232498,80,39,82,84,77,65
198451,75,63,74,76,74,66
204612,72,68,71,61,67,78
254789,74,64,76,61,72,70
257866,70,60,76,84,70,68
254796,74,45,83,88,75,69
203864,70,70,72,66,72,79
208480,70,68,70,73,68,77
203362,71,59,78,76,72,73
228708,70,76,70,69,60,84
233585,77,59,77,72,70,64
277179,75,62,82,74,75,55
216547,78,48,85,89,75,55
226537,70,48,72,68,76,88
190199,72,67,69,60,71,77
275976,76,67,77,64,65,72
260876,72,64,72,75,70,77
277283,73,74,73,66,65,72
230184,70,74,77,89,58,59
211256,70,77,76,67,56,76
239977,70,46,81,91,73,71
243586,62,46,75,82,82,77
173030,73,68,71,58,71,71
228595,70,74,73,62,72,77
226045,70,69,75,83,67,75
246297,76,60,79,61,69,74
230431,74,76,69,69,62,81
244257,67,44,81,83,82,76
245058,71,68,77,72,72,58
236629,70,68,72,78,61,72
202078,72,63,80,72,65,73
242534,68,74,72,77,64,74
253306,72,77,76,62,65,75
192451,72,59,71,74,69,74
234457,66,68,73,71,65,76
230417,65,74,67,72,72,72
258371,71,71,74,83,62,75
241236,73,40,81,80,78,79
253287,74,72,73,70,64,65
237681,78,40,85,86,77,64
264309,83,52,83,70,77,50
220093,71,75,75,76,63,74
262088,75,57,81,77,67,69
264652,78,39,84,90,77,66
213209,71,64,71,74,67,76
244973,75,68,75,74,65,68
199189,78,64,76,53,77,68
208919,77,51,82,83,68,54
232487,71,79,77,58,68,73
271400,75,32,81,83,80,70
226096,74,52,77,81,71,73
200759,68,70,73,76,71,74
236883,67,66,75,79,65,73
230239,74,70,72,73,57,75
192636,74,69,71,64,69,69
214436,71,75,71,73,57,79
232905,72,58,78,86,69,70
215531,73,57,73,72,71,71
226797,80,59,78,68,72,64
257290,71,69,77,84,63,67
220714,72,72,72,49,76,77
227678,71,84,75,75,53,78
224982,71,63,74,71,67,79
271145,70,70,69,77,65,77
236075,70,67,73,72,64,74
245035,68,70,76,84,58,77
236898,72,74,75,66,67,70
251011,74,70,75,66,75,70
229010,72,64,71,64,73,74
246685,76,70,73,80,54,73
258208,68,53,74,71,71,79
204497,81,64,77,55,71,61
245253,69,73,79,80,68,67
254551,73,40,80,81,80,70
213613,73,65,71,60,70,76
241852,77,44,87,95,75,54
254142,72,69,71,70,64,81
231677,77,33,80,87,82,63
255487,68,65,73,74,71,73
226110,76,36,82,88,77,67
234943,75,65,76,72,71,67
245209,75,72,71,53,58,79
248050,73,67,72,76,64,68
211748,77,69,73,54,70,66
242725,74,67,73,61,71,82
235883,72,71,77,78,67,65
234236,71,38,81,72,83,77
245538,67,48,75,84,75,64
248166,70,71,69,65,66,83
239482,71,45,83,93,75,69
234171,71,63,79,77,71,74
225475,71,73,72,58,70,72
268756,72,62,71,73,69,72
219951,75,66,71,64,66,74
224309,77,68,74,48,74,75
189271,75,76,73,58,65,74
257400,73,69,77,69,70,62
259233,71,74,75,67,71,74
206006,70,64,72,71,70,68
226508,73,71,73,71,55,73
229343,68,67,73,77,64,72
193254,74,74,68,67,65,79
252935,78,44,77,78,81,64
257057,72,78,73,74,62,81
255074,76,63,76,75,71,64
246430,69,29,77,78,84,82
236987,74,83,75,64,55,80
243646,74,62,72,71,74,72
270039,69,64,79,90,67,68
262118,72,76,78,82,51,74
259307,75,73,78,84,45,74
241390,73,65,80,72,71,68
214006,71,62,71,80,68,65
268802,75,66,76,73,60,68
212245,73,70,75,65,70,75
261143,74,60,70,81,69,68
204838,74,46,75,57,79,79
210739,69,67,69,68,70,76
245597,74,70,76,82,51,74
275353,70,69,77,73,66,71
251116,69,75,69,74,58,80
243249,73,67,73,70,69,75
228151,75,72,73,61,61,70
207421,80,30,85,80,81,60
246113,69,68,78,87,60,72
237937,71,69,74,72,67,71
237477,73,60,78,75,74,64
273883,74,69,72,66,70,71
232411,80,40,82,77,79,59
236556,69,70,74,74,67,76
236822,71,70,75,87,64,75
238616,74,40,82,91,76,68
227884,63,69,79,93,58,80
230977,70,57,79,87,72,64
240451,78,60,76,78,70,63
196432,73,71,73,56,65,72
234579,70,36,79,88,79,83
256632,71,54,77,90,73,77
224394,70,46,80,78,71,71
251805,72,82,77,76,48,80
232639,78,41,85,82,71,64
226789,74,66,76,69,68,68
236792,71,78,68,45,72,82
259075,77,69,83,78,61,61
195365,79,64,81,66,66,56
240740,75,50,81,82,75,63
210537,73,50,76,83,71,65
236668,71,66,75,83,60,71
235167,73,73,73,59,70,78
195033,67,63,74,79,68,76
239373,71,54,72,70,74,79
220175,67,68,74,77,69,81
162347,80,68,75,38,67,63
211504,73,64,70,64,71,71
258890,65,66,76,85,72,76
263287,67,63,71,78,74,74
236920,76,38,81,87,78,62
215193,71,65,73,75,61,69
217036,72,75,74,76,62,66
245461,70,47,79,82,74,71
202489,68,68,71,72,69,72
236045,68,77,74,81,55,78
205343,70,70,73,69,67,71
236632,75,46,86,86,76,61
223105,74,66,75,73,63,74
146562,80,63,78,53,72,59
231044,71,66,75,70,65,74
210831,70,67,72,60,66,71
222357,70,51,75,78,75,80
244176,74,33,80,66,82,77
260593,70,66,73,69,61,82
252440,68,68,74,77,69,74
278349,73,82,74,71,55,76
230225,57,82,63,71,61,80
181872,74,74,69,51,70,72
220793,63,82,73,82,58,88
226431,66,68,73,77,62,72
237183,74,56,77,70,77,63
237841,70,70,71,84,57,76
205369,76,67,74,53,72,68
224841,68,73,69,74,59,79
252027,71,72,76,57,65,76
220834,81,43,82,70,78,60
220075,70,69,71,72,69,76
278016,67,83,71,80,48,83
268804,67,80,75,85,53,76
221969,69,65,69,83,67,68
186146,74,45,77,60,78,77
270633,66,77,68,65,64,82
228941,70,46,75,72,76,74
264293,71,71,77,70,68,71
243593,74,36,83,91,77,57
244108,72,66,76,72,70,65
235945,75,75,74,59,66,75
233178,72,64,72,78,63,68
204542,73,65,71,63,68,72
213301,72,57,77,81,68,63
190813,76,49,83,78,75,59
257470,76,39,82,92,72,70
216549,71,36,76,77,82,85
270068,71,67,76,75,67,62
233478,74,64,73,62,71,64
257345,70,66,76,83,60,76
256341,70,70,73,74,64,74
240992,73,66,73,68,70,64
235389,73,66,78,77,67,68
244373,74,67,78,74,71,55
243657,78,71,72,58,66,70
272350,72,63,76,65,70,73
225523,70,71,71,79,62,74
199422,80,72,75,46,64,70
232446,76,68,74,64,63,73
240915,73,71,73,82,62,68
220710,75,46,76,75,78,56
256903,64,48,77,73,79,79
242332,72,63,76,74,68,62
255654,68,81,70,80,53,76
227508,72,70,69,51,71,75
256949,72,62,77,75,68,69
237496,75,60,74,72,72,67
234730,71,72,76,81,52,75
228593,76,70,72,57,67,74
234742,75,43,81,83,80,68
255223,70,42,82,84,76,69
206590,79,61,77,64,74,61
70419,67,67,70,71,65,83
203574,74,84,75,64,58,72
222028,75,75,73,57,64,73
262745,76,73,74,62,63,75
237424,70,66,73,67,67,75
270728,71,70,74,77,65,69
229528,71,78,69,77,58,76
235432,71,74,72,67,69,79
247729,75,67,77,69,66,63
217826,64,71,70,78,61,87
228881,70,76,73,77,57,66
231447,72,35,82,86,78,67
